start_frame,end_frame,num_frames,hole_number,previous_hole,distance
29,32,3,13,-1,0.0
35,53,18,12,13,70.61267367651213
60,68,8,12,12,0.0
79,84,5,14,12,142.04973519588324
87,89,2,15,14,72.46777134259594
91,96,5,15,15,0.0
99,110,11,16,15,71.94325593873872
114,119,5,16,16,0.0
137,143,6,17,16,70.39709506324321
146,150,4,18,17,68.34173735345657
178,182,4,18,18,0.0
205,212,7,10,18,432.2837382750816
215,217,2,9,10,69.72532761104193
218,224,6,9,9,0.0
226,230,4,8,9,70.15103320224601
231,233,2,7,8,70.69543110948959
253,257,4,8,7,70.69543110948959
259,263,4,9,8,70.15103320224601
277,278,1,10,9,69.72532761104193
281,283,2,11,10,69.70617285029847
303,307,4,13,11,139.25329855245343
310,311,1,14,13,73.67257985545075
323,333,10,16,14,142.7940919859575
